lat,lon,temp,humidity,co,co2,nh3,no2,tvoc
43.01674803,131.8956578,23.7954884,24.27663336,495.1037076,522.6141909,416.4222477,511.2393998,681.2584478
43.0338524,131.8996242,27.58686757,29.87192051,596.1618143,280.120089,310.799731,378.8985037,579.0290133
43.0204914,131.8845404,30.09499153,59.16381844,462.2924845,678.2340681,451.2750069,601.1739363,741.8981218
43.03027669,131.884881,25.59905667,34.68169637,681.935032,744.9151973,557.3430941,584.739889,615.9351769
43.0307988,131.8892792,24.05672747,33.09217948,660.874975,530.3007307,408.3090207,705.0108759,272.3556383
43.02668444,131.8936789,30.66513948,19.79079858,292.6304947,483.464655,671.0054149,449.4604939,535.0626116
43.03576439,131.9003383,26.95252526,41.3022128,679.8796772,709.0689725,258.1464159,436.9491151,256.1193292
43.01685723,131.8878842,22.91110753,38.7502322,503.164134,527.162232,503.9594696,701.099669,317.2716476
43.03496,131.8868906,24.80954591,34.4707563,513.8842246,257.3858805,378.8519017,329.1014673,723.8493275
43.02366934,131.888674,23.29128461,23.24098071,377.7531448,572.5347417,552.8672543,735.3097757,438.0742329
43.03240597,131.885193,24.18448379,21.30331021,456.6657976,383.4290223,620.2134313,710.142256,349.8141178
43.03549515,131.8858124,25.68022548,42.11785346,465.0822884,470.1010626,468.0550297,505.5932818,354.0321578
43.02792299,131.8867504,26.33162136,35.67680495,698.5243015,397.4064163,349.4562633,660.9184725,564.8683716
43.0258525,131.8838292,21.56361419,41.67128573,683.8295086,490.8611175,532.3068287,426.1110593,372.2639706
43.03252568,131.8932958,30.28515524,28.13463597,406.9165357,340.3093061,700.8580494,264.9556431,564.5037789
43.02374635,131.8914702,21.43112526,37.35189873,343.9812053,421.479306,542.7875771,589.1618906,709.1098801
43.03611388,131.895043,21.69834796,55.69067085,458.9343855,388.685727,435.8328961,709.2120199,545.9135461
43.0274769,131.893605,24.66194249,47.55841373,608.0754461,342.2152574,729.1518498,558.7033496,633.7141858
43.02901759,131.9011047,23.11384569,37.54031129,375.7661363,571.6895012,286.0379977,478.669418,656.0130097
43.03563089,131.8960472,21.91758089,24.13979431,344.8341241,422.1278614,305.4919692,321.4865065,573.9602444
43.02445249,131.8873361,24.25665548,57.01708442,542.9302724,519.9096225,592.0225809,668.390538,625.9935085
43.01957222,131.8972697,28.58766957,51.78677853,553.9289283,645.8522118,439.9881664,259.7066331,466.0071053
43.0337154,131.8911921,24.60179048,37.34990639,403.6222271,506.2951755,366.678977,655.7659988,341.2811448
43.0202606,131.8976173,30.15629055,15.51867498,441.4969894,296.6647801,611.643808,633.2656284,547.0527072
43.02980366,131.8952123,24.81889498,64.00639439,451.3785782,483.5366154,282.5032809,539.6791128,702.2862046
43.02574702,131.8919577,30.39141323,30.30022349,305.168742,415.7473731,515.7206591,413.5800613,706.4911409
43.03293402,131.8912996,23.90036872,32.52575623,261.9369799,384.5109673,492.8151553,639.9900769,334.961064
43.02107719,131.8937548,25.21110929,43.04841449,362.4706432,428.4378401,353.6703367,520.007034,475.0794955
43.01805084,131.8976829,27.76109801,55.84219824,478.4501836,566.7294212,609.4665205,509.2838951,328.4465356
43.02333269,131.8843316,25.90367656,48.08085291,682.0423722,252.2869485,563.9838324,468.1631392,439.4940374
43.01929853,131.8974575,21.33428363,25.77274813,616.6554339,606.0788873,329.2623467,421.3054777,675.743048
43.02922416,131.8996062,25.4272806,34.57319041,257.3376714,646.149941,530.8114892,515.9273713,439.3467884
43.03279765,131.8869535,24.23815068,16.83060146,654.6719448,405.6737955,312.3500474,548.7822333,723.7751885
43.01633491,131.9002825,27.91269527,45.43106818,531.5114834,713.3918312,419.1054288,613.4122176,412.0866681
43.02230544,131.8851083,22.07825012,15.77049031,561.3660949,412.9624491,300.6214723,729.8172121,716.782158
43.02904313,131.8830746,22.88201976,39.3677772,377.5818697,402.3975657,627.5093225,462.0081746,309.9376328
43.0284335,131.8916573,22.83132518,33.26806183,439.033573,492.8163178,639.9060573,685.7663084,570.4491713
43.01682266,131.8915715,28.92737103,24.99931272,309.5497985,577.6533696,522.8704833,458.8125461,275.0373075
43.01656617,131.8883194,21.96920451,26.1845174,578.462511,280.5183123,734.480721,622.8291186,584.0509423
43.02800626,131.8968219,22.53071936,33.64279636,534.9219038,390.9228336,258.959399,385.389911,489.3322608
43.03214018,131.8825774,25.26927221,64.32738487,324.345707,535.7380496,324.1926023,528.2548518,469.9231373
43.01642484,131.8829527,30.88437156,53.55964359,579.1305162,486.6988425,669.2172288,311.5494476,714.7185541
43.0296645,131.8995385,29.0487008,40.18668797,478.0799095,703.2437918,322.6128165,568.4038065,600.8850946
43.030325,131.9001641,23.95305592,43.29688403,318.8656317,447.6540762,465.4539919,252.7028835,548.8307569
43.02179598,131.8828359,22.02894872,20.00261519,308.1710094,409.6316853,712.954779,378.0393008,276.9494012
43.0167202,131.8970299,26.96755258,50.28966815,358.6192038,351.2901213,522.2520249,340.2983769,738.1969053
43.0256081,131.8936911,26.79285663,26.4414129,325.0879327,501.9894677,288.8588678,645.7836776,435.1311253
43.0225069,131.8936704,22.10467683,39.06551475,544.7481883,593.1023497,535.7014197,509.318814,557.1808288
43.03392621,131.8929944,29.637218,36.96333563,614.6831376,683.5758824,309.5667432,435.9213992,360.5427665
43.0256606,131.9000678,25.40701065,46.30387675,585.9547481,692.8536268,579.2176572,415.3747703,399.9648504
43.02146469,131.8852078,21.73839008,62.70268033,456.8894322,455.4201334,684.4437523,315.6246976,409.7513191
43.03245921,131.8984981,28.64506788,52.16835063,503.0443833,322.4612039,339.9143538,622.2198885,549.9883446
43.02749647,131.8876499,22.90449335,58.51090123,341.3016448,447.7357648,727.7194596,648.6323397,425.7986631
43.02977369,131.8961141,26.73066208,44.77162047,527.3425169,304.4019257,358.1654808,411.9147323,440.596626
43.02311144,131.9007046,23.57208472,44.37037458,268.0284102,597.3863552,640.9317322,740.3465379,701.7546442
43.02078186,131.8937557,21.36174088,40.5599283,650.6881644,695.8616859,377.8575273,412.88482,413.8278313
43.02108458,131.8943708,25.70545692,22.46036764,269.2523738,251.8042443,498.8301555,317.8713687,723.7958282
43.02433556,131.893583,26.94577941,64.54470522,652.2246708,660.0496353,705.0728543,496.7638488,544.2690712
43.01788873,131.8936114,25.10834065,58.87817639,295.0205267,349.6314254,628.555618,329.4387731,594.4950249
43.03156769,131.8970114,22.73660788,19.36035514,486.194586,636.1362965,449.7122251,631.301531,661.7130878
43.02667708,131.893281,24.30675771,32.41370327,609.5458244,704.7717133,311.1970172,559.1406723,373.8644791
43.03341582,131.8998135,22.37016197,29.07137043,437.7407074,665.7671664,472.3142818,716.9404724,302.1997051
43.03193273,131.8845699,28.08964959,43.31182924,324.7684216,390.8359849,358.8771632,550.1248273,481.4509478
43.03276346,131.8930296,28.44624247,56.401988,549.4384937,738.2960212,489.4695764,748.7214941,291.060961
43.03501268,131.8995093,29.99384524,17.0623411,749.5952962,647.8023264,549.6536551,614.06849,662.4135653
43.03160198,131.8871941,22.4900579,64.73295866,623.7600849,483.2783782,461.18718,321.2489841,298.2458977
43.0209459,131.8890814,26.98887767,63.96141779,697.3266897,509.0846204,337.2581366,307.0920175,741.4144782
43.02578171,131.8947499,24.4850548,48.6229543,351.5657393,517.4990127,477.6285914,489.4501907,410.926332
43.03255533,131.8840343,30.45162122,47.11163949,745.693347,569.6112811,264.7675971,562.7088493,393.6389252
43.02553761,131.8901618,25.38590882,38.79113782,404.4442871,650.9205242,453.3114439,376.3440842,321.5150391
43.02912413,131.8978617,26.88517734,60.86505349,702.8402556,538.0685086,452.9422623,368.6015995,367.5035415
43.01968163,131.9019373,29.14334111,21.12523014,547.6312888,689.5288372,622.8460803,449.88532,480.2818014
43.02089524,131.8915304,30.38923885,48.61872216,282.9046843,552.3860138,497.7428217,613.166435,477.8537438
43.03556224,131.8884951,30.14147968,26.61493905,548.1732351,529.5012562,312.5802445,289.0627906,408.5439764
43.02619653,131.9019499,24.04084383,55.18710458,546.4505334,602.3845859,289.7784065,541.0861951,645.159207
43.03201731,131.8871501,23.01285317,35.42949959,624.7338087,627.6837875,399.727348,664.0222668,493.8558103
43.02616705,131.8990818,28.80261527,56.23284049,270.9345016,675.4813726,693.0564224,611.927224,352.1309597
43.02776478,131.8966902,21.90788497,41.59085665,747.2353631,521.9376159,484.9986071,577.9556182,366.6520276
43.02758004,131.8994616,29.87743146,17.52498165,300.1973323,286.6858609,459.8069977,550.3345814,293.5203237
43.0225043,131.8943014,25.08734564,60.80384653,370.2784839,677.2366069,641.1582609,749.0954019,522.8883203
43.01666954,131.8920805,28.2853198,26.26249348,485.0769318,668.9076864,331.6272296,259.4208621,437.7566187
43.02060548,131.8940066,25.35295863,28.2733125,628.8389788,278.8376084,288.6531702,274.3045654,291.8092552
43.03113428,131.8908746,29.55933232,16.67901525,693.9665461,654.7928955,493.0597603,735.8342995,464.5604145
43.03493084,131.9020496,27.95144464,50.22514387,451.1686676,569.9786234,728.9091076,462.2982077,608.9271025
43.02676944,131.8955685,26.01581459,52.60967423,295.4675674,530.3162653,614.2903499,664.7145716,643.2199267
43.0303336,131.8859187,30.35533812,63.67785661,390.3445903,680.2103443,615.1272097,582.8937257,381.5121032
43.01910328,131.8830893,26.6082437,37.00331862,691.1691046,487.6536239,483.3928204,720.779567,297.2442936
43.02896363,131.8922246,28.51809096,21.18247149,714.3236614,428.0677375,590.7867544,462.38614,259.7707609
43.02103699,131.8979509,26.82421149,62.30636605,272.5266653,503.6955297,298.2726146,661.0879253,267.8199411
43.03356057,131.8828079,21.51998281,44.08947708,326.0034166,748.0956552,603.6936171,390.6244386,371.1237924
43.02024127,131.8888803,22.92585082,29.47950756,273.1595553,540.1847296,500.0549292,460.1937573,744.057645
43.03515941,131.8824091,30.98215774,64.56019118,472.1591058,430.3512161,619.4424492,397.1792285,468.7766693
43.0337405,131.8938971,23.48793497,48.26783921,430.090321,284.9475789,378.8579284,644.6386679,565.1576149
43.03582487,131.8896426,25.32198008,59.70648718,412.7884847,559.356386,621.7814153,292.791263,255.7037839
43.03318765,131.8904263,25.38275619,20.27744649,486.3085008,276.1296271,561.3397465,606.1410088,583.9127578
43.02967502,131.8907227,26.85330502,21.16211034,440.0007201,427.849403,261.4654944,527.725364,535.9888013
43.01919434,131.8958697,28.05469045,50.24541198,377.7500346,662.992203,727.9952376,577.9803225,465.1673465
43.02953813,131.8839612,27.15765702,25.95008202,324.9890044,393.8008577,289.6212529,321.8282177,550.0275651
43.01691117,131.8826113,27.83853704,53.6681791,602.0067957,513.9061659,340.3453589,559.8103145,363.7090741
43.03062252,131.8882651,29.07253857,57.92497961,365.9767319,350.102428,747.4848456,611.2943401,270.4640069
43.0289053,131.8858591,30.59968526,30.9860402,669.0520344,368.2978466,460.6157337,491.6676734,606.8192728
43.01775183,131.9014581,22.79561179,34.04038433,406.4227749,332.2709209,542.4512191,325.8454667,643.3211777
43.0196703,131.8841374,21.00008344,35.28325286,266.3239279,488.0760878,685.6153576,326.3701409,532.3037497
43.01730462,131.8989946,25.96723287,18.71619272,328.3579684,395.6133886,524.191294,250.8838757,277.8952671
43.0344089,131.892187,30.15702319,60.81257791,729.985274,553.4555705,568.7643363,284.6122442,411.2787473
43.02848878,131.8986926,27.92533134,39.12426963,677.5005538,673.0730177,611.3422853,252.4656279,670.3260169
43.0300476,131.8902891,25.4565899,49.4497333,382.8015166,342.2917439,626.0347692,321.8688935,545.048538
43.01851235,131.89179,25.36431894,61.981004,595.0464608,352.2230312,718.7221865,433.4612987,533.834197
43.02975237,131.8916158,29.19223004,32.24306341,700.3417893,555.0264971,408.0994058,502.4558561,515.9783796
43.02592585,131.9015835,29.55823727,17.341767,315.3782944,425.4028789,681.7392507,561.9593236,466.425004
43.02616515,131.883198,30.3169735,39.81117169,486.7624558,298.6459239,542.4576771,339.1755357,668.3912352
43.01824033,131.8916933,23.66523573,27.43538549,323.819123,477.6972288,619.8134432,393.4463437,719.7406046
43.02962095,131.8943368,30.07323384,37.02328832,280.4670033,363.6703774,403.5201752,538.1389242,559.3375725
43.02841583,131.8943908,21.43045127,43.07906673,292.1873147,709.133919,393.5942323,513.5507235,486.8377384
43.03288235,131.8939881,27.80097484,55.82282504,453.1350613,312.7620677,658.8243435,486.2481741,264.6364816
43.02926058,131.8930111,30.40434125,40.25508017,718.2208061,638.2442773,576.1193212,337.5459156,404.6369717
43.01667657,131.8910373,27.65930779,47.67289644,449.2845882,662.5480841,554.8470892,256.3894992,561.6651393
43.03150627,131.8824548,29.56322999,48.07358558,389.4610294,437.3444725,617.3749554,282.4155124,568.8427238
43.03147241,131.8849591,29.74099864,55.73567338,709.5608461,273.633091,617.4827279,730.8296597,574.6714986
43.02818471,131.890672,28.81751499,17.28931516,653.695423,673.0367082,713.0363325,496.8499534,694.8569228
43.02154272,131.8881502,28.27261433,16.30155332,417.8256116,540.2119361,555.6547317,746.9504136,400.5248318
43.01653024,131.8973611,25.10545696,51.75492268,368.3949033,736.0548034,442.7631543,721.77783,594.3019695
43.02286969,131.8894061,28.77330195,23.83010103,408.1320403,350.0044838,747.2025091,285.099086,737.2294195
43.03097549,131.9013341,26.94577441,34.77322552,610.6501755,641.1754649,574.4263847,667.1723775,361.3288035
43.02553183,131.8950716,22.89394039,62.8726262,454.5331643,659.5598599,599.2753031,585.3407083,692.7233044
43.01779085,131.8846937,21.45848649,27.56850231,742.8679207,328.8227149,510.0722825,253.6104931,587.4250308
43.01984926,131.8921014,29.421802,48.17282607,256.661305,523.2226944,416.4627974,560.2986448,563.2883183
43.01975981,131.8889892,25.58488061,33.20091874,327.9214935,641.3384977,440.8255178,627.3163977,487.907703
43.01947947,131.8943227,30.20330961,31.54680451,343.7446064,314.8085444,669.1613787,373.6012934,490.2355566
43.03115523,131.8889902,23.6168111,58.17515819,537.3178445,310.3093912,534.4848803,605.2809456,558.8160035
43.02237322,131.8845461,24.13688827,59.5726997,397.9787207,557.0181979,556.2085263,683.6304785,467.6485852
43.02490921,131.8919851,29.94355019,22.98183487,626.6575933,274.548645,703.2274155,277.7051502,250.3715982
43.02795619,131.8899928,28.4236225,27.17172359,632.068312,310.0819696,406.5102224,570.8787334,329.5632518
43.01775823,131.8827692,25.7356792,49.50857172,689.5214731,357.6621316,348.142187,573.9884624,736.9835893
43.03526201,131.9020926,26.40437705,61.38601043,563.5385513,448.4394091,379.2254826,575.5426941,357.0702262
43.03484468,131.892573,26.69605315,54.96434955,297.1459916,551.6632836,737.7708285,718.7724526,534.0459084
43.01944299,131.8980944,28.78298296,63.70603366,267.0671668,586.7087845,343.3570618,258.6152389,496.0806991
43.03561985,131.8959846,28.94021088,34.87529082,587.4065731,684.6434055,277.6530815,280.2358647,428.181875
43.02814999,131.8883674,28.3746246,41.4416028,637.376781,398.7284955,369.5266329,503.8749392,573.7862116
43.02746885,131.8986727,21.48270154,27.17061728,604.56256,332.7792987,564.9535079,488.3956352,323.2835727
43.03589016,131.8887908,29.25604079,24.97507963,564.6011258,329.4145384,682.3673335,363.8766764,367.4178194
43.0253884,131.9008086,27.05089336,62.40446333,642.5629924,441.204339,660.7792721,723.8145117,565.9383367
43.02124852,131.88315,22.27600205,22.69075637,537.7297923,295.2362122,402.6624324,286.2235756,270.9949081
43.03116455,131.8918837,22.84990226,54.24405618,467.6622693,664.9941931,443.7932303,570.9526794,610.1835868
43.01690542,131.8854436,28.93820767,49.74063796,366.4341067,669.3264213,733.8183179,718.5604723,438.1545664
43.01777886,131.8834439,21.59563108,18.54375837,595.9224504,575.8475506,337.8750607,432.8673521,501.6017663
43.0269595,131.8984936,29.81077786,43.47606231,651.6990685,741.1476794,719.0468709,635.9046785,526.1973682
43.02098836,131.8933439,21.14716185,30.7898809,477.6369124,624.2538113,507.9876585,401.7209391,696.1304206
43.02002609,131.9022405,26.92967282,18.25194005,384.9470043,705.422648,407.602763,340.6214335,535.035934
43.02409156,131.8946659,27.50217248,17.85499858,470.9723075,281.9096652,690.9793705,683.6750007,686.0872276
43.02361012,131.9016846,25.93346942,41.54878776,636.9849386,316.2190126,387.0463446,280.2028106,552.4599991
43.02125347,131.8862265,27.75555618,23.74815096,367.8342943,673.5816109,697.620692,457.7147389,449.4401101
43.02259692,131.8860931,29.89070929,31.52311751,510.4982212,746.7994159,344.9794926,313.172791,385.9680843
43.02564424,131.8974727,23.94979788,32.70557417,523.890979,369.3238406,573.9411604,411.7340493,677.5485343
43.0182306,131.9007192,27.35366916,63.80757737,493.1114864,611.7409116,653.352096,445.9878629,549.3333795
43.03562605,131.8875782,29.32676698,54.63763576,696.0417098,746.1051619,595.4424488,668.0091029,649.7704557
43.01665356,131.9007033,30.31061855,24.51227742,310.5046144,674.8843254,698.5896687,337.8174393,742.6163187
43.02597096,131.88328,27.66980196,40.75288183,518.7857354,421.11363,415.8145644,303.9845298,716.3154342
43.02769245,131.8884417,22.21950296,20.21726242,489.7213186,305.6515207,687.5508101,721.6498006,361.6736326
43.03008384,131.8866708,22.28521208,55.98733841,739.8470063,276.3312627,314.0339494,496.5128381,575.4829973
43.02855413,131.8971774,27.9693142,45.44630972,603.8343688,401.4671242,340.9730009,528.7710399,527.957687
43.03360322,131.8835778,25.88534584,58.00500804,494.2663891,433.6482565,682.4002397,597.3706803,442.9740661
43.02298338,131.8831307,24.74083212,32.81765704,705.5604394,740.9615334,272.9159211,416.473228,362.9002088
43.02872748,131.8828024,25.2209051,57.47063036,414.7687898,587.3268943,722.2103576,348.8048742,252.4420676
43.02883118,131.8903278,30.07206283,58.60110383,296.4580418,416.9621471,431.7956568,444.5013626,441.356031
43.02556836,131.900319,24.04932753,35.25952921,535.8597151,496.7263087,524.9937619,483.3130118,478.6268783
43.02393644,131.8921181,26.71701895,27.13610569,321.4503112,489.3039501,291.2765225,333.8773131,586.4956032
43.03586614,131.8923242,24.48403137,43.14002728,615.3380119,483.652641,333.5473107,473.9557184,419.9029262
43.03278582,131.8971581,26.21318237,55.3382686,502.2922464,466.442877,710.9587094,574.2832623,550.5315652
43.02467925,131.8886108,24.89855725,64.38735761,442.6867738,646.6521551,723.0438307,469.317758,675.9423482
43.02413267,131.8865023,28.38772155,50.05944124,293.4604642,424.695728,455.8744853,457.799871,321.3136949
43.01857174,131.8954127,29.47376735,39.12259759,573.6342101,634.285674,333.9728722,292.8721345,400.0617731
43.01670357,131.8939827,25.96773343,30.92153512,700.8347531,640.7459809,596.6396577,643.3592814,468.5523532
43.02835175,131.8841113,30.81886796,57.68829523,356.0290697,578.4178719,530.1201633,582.5357188,636.6705825
43.02849158,131.9021156,23.88191189,16.74586036,431.9857984,717.2788473,724.6488959,617.9731224,498.3409188
43.03514116,131.8849991,21.72543272,60.38860502,432.6884289,457.2743417,279.7459327,595.7193925,612.6235707
43.01738294,131.9015513,23.81321617,48.83890141,464.5355899,494.2656227,316.0086119,290.7655603,300.0675871
43.01620694,131.8956713,30.11250306,62.2794315,320.0465326,502.2853498,493.088515,452.4879049,485.6773861
43.03384411,131.8929824,26.49266681,34.68849272,615.221991,494.137318,432.3092161,417.0823043,662.8471938
43.03510699,131.8934339,29.88975863,18.36529191,471.279382,585.5572474,436.3256821,527.5524309,469.6302749
43.01615739,131.8942106,29.44383338,49.52394077,668.4782768,303.7235712,565.512186,471.5566747,251.7465736
43.02893597,131.8998222,27.71631657,47.82478274,607.8594631,260.3135813,730.5833044,304.6940684,251.674983
43.02307106,131.887336,24.50758892,62.27379104,502.1566986,470.9219431,272.3789041,400.1649314,386.5710574
43.02189782,131.8835827,27.71051168,32.81475321,685.3234942,673.0126312,658.6011069,640.2536197,331.1986233
43.0305948,131.8852905,23.10178772,35.10888143,326.5394254,610.6885591,652.792064,326.7913051,638.544768
43.033411,131.9006644,22.00163327,29.18023868,385.931768,495.1261662,668.7589388,346.1538137,664.8951688
43.02597923,131.8923158,23.08664436,43.75348816,374.0510184,704.5420903,697.6849374,261.0419776,536.1560557
43.03278069,131.901305,30.18241174,45.55968916,604.4036467,391.4652796,647.5276429,464.3249644,280.9629417
43.03434929,131.891164,22.38979767,31.16870577,250.8360297,704.7354806,447.8391196,434.9440373,650.0495689
43.0213442,131.8866917,30.50173929,26.14216618,527.5567861,257.2012568,456.735173,612.7371132,744.6983312
43.01993113,131.8983073,24.5296595,52.20248357,571.1378442,335.1078548,356.5640189,596.3202418,538.8150306
